1,SM,1,28.1
1,SM,2,39.5
1,SM,4,1.99
1,SM,5,4.77
1,SM,6,48.0
1,SM,7,43.3
1,SM,8,33.9
1,SM,9,38.1
1,SM,10,51.0
1,SM,11,50.7
1,SM,12,13.4
1,SM,13,23.2
1,SM,14,44.7
1,SM,16,18.4
1,SM,17,48.7
1,SM,19,32.8
1,SM,20,14.9
1,SM,21,34.5
1,SM,22,11.6
1,SM,23,32.8
1,SM,24,50.4
1,SM,26,69.1
1,SM,27,91.6
1,SM,28,69.5
1,SM,29,4.50
1,SM,31,38.3
1,SM,32,13.4
1,SM,33,22.4
1,SM,34,31.3
1,SM,35,22.6
1,SM,36,32.5
1,SM,37,23.7
1,SM,38,3.61
1,SM,39,45.2
1,SM,40,41.4
1,SM,41,10.6
1,SM,42,24.3
1,SM,43,23.8
1,SM,44,11.3
1,SM,46,19.0
1,SM,47,24.8
1,SM,48,20.9
1,SM,49,8.89
1,SM,50,23.4
1,SM,51,22.9
1,SM,52,10.4
1,SM,53,1.67
1,SM,54,3.82
1,SM,55,7.00
1,SM,56,41.4
1,SM,57,19.4
1,SM,58,19.6
1,SM,59,1.62
1,SM,61,7.63
1,SM,62,26.9
1,SM,63,1.73
1,SM,64,23.6
1,SM,65,27.8
1,SM,66,18.8
1,SM,67,4.30
1,SM,68,19.5
1,SM,69,10.2
1,SM,70,9.07
1,SM,71,26.6
1,SM,73,1.67
1,SM,76,17.3
1,SM,77,17.3
1,SM,78,38.0
1,SM,79,24.3
1,SM,80,37.0
1,SM,81,37.4
1,SM,82,15.7
1,SM,83,11.9
1,SM,84,73.2
1,SM,85,88.5
1,SM,86,34.7
1,SM,87,33.6
1,SM,88,29.0
1,SM,89,21.2
1,SM,90,38.6
1,SM,91,1.70
1,SM,92,7.56
1,SM,93,42.8
1,SM,94,3.53
1,SM,95,1.81
1,SM,96,43.0
1,SM,97,30.2
1,SM,98,8.36
1,SM,99,8.41
1,SM,100,5.60
1,SM,101,13.0
1,SM,103,12.2
1,SM,104,6.68
1,SM,106,5.62
1,SM,107,4.30
1,SM,108,7.60
1,SM,109,6.89
1,SM,110,10.9
1,SM,111,23.7
1,SM,112,4.49
1,SM,113,19.2
1,SM,114,13.7
1,SM,115,4.98
1,SM,116,11.4
1,SM,117,24.6
1,SM,118,1.63
1,SM,119,29.5
1,SM,120,1.62
1,SM,121,18.0
1,SM,122,8.59
1,SM,123,8.27
1,SM,124,5.84
1,SM,125,24.2
1,SM,126,16.2
1,SM,127,12.5
1,SM,128,1.69
1,SM,129,1.68
1,SM,130,9.42
1,SM,131,9.94
1,SM,132,1.52
1,SM,133,1.69
1,SM,134,3.99
1,SM,136,15.2
1,SM,138,23.1
1,SM,139,1.65
1,SM,140,11.6
1,SM,141,10.7
1,SM,142,20.6
1,SM,143,18.4
1,SM,144,1.61
1,SM,145,33.3
1,SM,146,37.9
